,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,age
746,Mahindra Scorpio,680000,90000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200.0,7,Mahindra,7
747,Maruti Alto,298000,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5,Maruti,6
748,Mahindra Scorpio,450000,150000,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179,115.0,277.5,5,Mahindra,11
749,Tata Indica,250000,40000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,Tata,10
750,Ford Endeavour,1075000,110000,Diesel,Individual,Automatic,Third Owner,12.8,2953,156.0,380.0,7,Ford,9
751,Hyundai Grand,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5,Hyundai,5
752,Ford Freestyle,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,Ford,3
753,Mahindra XUV500,650000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7,Mahindra,8
754,Chevrolet Aveo,80000,70000,Petrol,Individual,Manual,Second Owner,15.26,1150,74.9,110.0,5,Chevrolet,14
755,Mahindra Bolero,290000,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7,Mahindra,13
756,Mahindra Scorpio,220000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,290.0,8,Mahindra,16
757,Hyundai Santro,120000,90000,Petrol,Individual,Manual,Second Owner,0.0,1086,62.0,96.1,5,Hyundai,13
758,Datsun RediGO,229999,80000,Petrol,Individual,Manual,First Owner,22.7,799,53.0,72.0,5,Datsun,5
759,Mahindra Bolero,150000,132478,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,19
760,Maruti Swift,500000,45000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5,Maruti,8
761,Tata Indigo,175000,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,135.0,5,Tata,9
762,Ford Freestyle,720000,10000,Petrol,Individual,Manual,First Owner,19.0,1194,94.68,120.0,5,Ford,3
763,Maruti 800,100000,51000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,10
764,Honda Civic,250000,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799,130.0,172.0,5,Honda,13
765,Mahindra XUV500,810000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,Mahindra,8
766,Maruti Alto,165000,30000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62.0,5,Maruti,12
767,Chevrolet Tavera,409999,60000,Diesel,Individual,Manual,Second Owner,12.2,1994,105.3,263.7,10,Chevrolet,6
768,Maruti Swift,430000,86000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190.0,5,Maruti,9
769,Datsun GO,300000,15000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104.0,7,Datsun,7
770,Maruti Swift,350000,137500,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5,Maruti,11
771,Renault KWID,400000,60000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,Renault,4
772,Chevrolet Enjoy,420000,70000,Diesel,Individual,Manual,First Owner,18.2,1248,73.74,172.5,7,Chevrolet,6
773,Maruti Wagon,430000,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,7
774,Maruti Swift,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5,Maruti,5
775,Hyundai EON,210000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,7
776,Renault Duster,600000,60000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248.0,5,Renault,7
777,Honda City,150000,70000,Petrol,Individual,Manual,Third Owner,17.7,1497,78.0,12.7,5,Honda,14
778,Tata Tigor,550000,15000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114.0,5,Tata,3
779,Maruti Swift,320000,110000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,Maruti,11
780,Maruti 800,80000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59.0,4,Maruti,22
781,Honda Amaze,800000,10000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,200.0,5,Honda,3
782,Maruti Ertiga,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7,Maruti,9
783,Tata Manza,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,200.0,5,Tata,11
784,Maruti Ertiga,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130.0,7,Maruti,9
785,Hyundai i20,630000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,7
786,Maruti Omni,190000,70000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,59.0,8,Maruti,6
787,Tata Manza,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248,90.0,200.0,5,Tata,11
788,Mahindra Bolero,450000,100000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,11
789,Maruti Alto,95000,120000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,14
790,Maruti Omni,101000,90000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,35.0,6.1,8,Maruti,13
791,Honda Amaze,500000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5,Honda,6
792,Toyota Innova,1019999,88000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,7,Toyota,8
793,Hyundai EON,244000,38000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,10
794,Maruti Wagon,250000,90000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90.0,5,Maruti,9
795,Maruti Baleno,660000,60000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5,Maruti,6
796,Hyundai i20,270000,60000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,11.4,5,Hyundai,12
797,Maruti Ritz,280000,156060,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,Maruti,10
798,Hyundai Creta,1050000,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5,Hyundai,5
799,Maruti Swift,525000,70000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5,Maruti,5
800,Hyundai Verna,850000,35000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9,5,Hyundai,5
801,Mahindra XUV500,1165000,50000,Diesel,Individual,Manual,First Owner,16.0,1997,140.0,320.0,7,Mahindra,6
802,Maruti Swift,345000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5,Maruti,10
803,Hyundai Santro,95000,100000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,9.8,5,Hyundai,15
804,Maruti Alto,241000,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,7
805,Maruti Alto,235000,20000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5,Maruti,7
806,Ford EcoSport,615000,80000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5,Ford,7
807,Mahindra Verito,350000,110000,Diesel,Individual,Manual,Second Owner,20.8,1461,64.1,160.0,5,Mahindra,8
808,Maruti Wagon,350000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,8
809,Maruti Wagon,380000,35000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5,Maruti,8
810,Tata Sumo,400000,140000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223.0,7,Tata,5
811,Maruti Zen,220000,40000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90.0,5,Maruti,12
812,Tata Sumo,270000,110000,Diesel,Individual,Manual,Third Owner,14.4,2179,120.0,25.5,7,Tata,14
813,Maruti Ritz,275000,70000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,114.0,5,Maruti,10
814,Tata Indica,125000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135.0,5,Tata,13
815,Hyundai i10,360000,20000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,Hyundai,7
816,Hyundai Grand,550000,15000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,Hyundai,3
817,Ford Fiesta,200000,70000,Petrol,Individual,Manual,Second Owner,16.6,1388,68.0,16.3,5,Ford,11
818,Mahindra KUV,327000,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115.0,6,Mahindra,6
819,Hyundai i10,425000,15000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5,Hyundai,6
820,Maruti Swift,620000,107000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,5
821,Tata Indica,130000,54000,Diesel,Individual,Manual,Second Owner,18.4,1248,75.0,190.0,5,Tata,11
822,Maruti Alto,120000,58000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,13
823,Mahindra Scorpio,400000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,8,Mahindra,11
824,Hyundai Verna,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493,110.0,24.0,5,Hyundai,15
825,Hyundai EON,204999,43000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14,5,Hyundai,7
826,Maruti Swift,625000,43000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5,Maruti,5
827,Maruti Ertiga,600000,60000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,200.0,7,Maruti,9
828,Tata Indigo,150000,150000,Petrol,Individual,Manual,First Owner,12.8,1396,85.0,12.0,5,Tata,11
829,Renault KWID,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5,Renault,5
830,Chevrolet Sail,229999,46000,Petrol,Individual,Manual,First Owner,18.2,1199,84.8,113.0,5,Chevrolet,9
831,Maruti Omni,220000,10000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8,Maruti,4
832,Hyundai i20,576000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,6
833,Renault KWID,265000,50000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
834,Hyundai Verna,300000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5,Hyundai,11
835,Tata Tigor,420000,110000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,140.0,5,Tata,5
836,Maruti Ertiga,750000,14000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7,Maruti,7
837,Maruti Alto,165000,60000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,69.0,5,Maruti,10
838,Renault KWID,290000,28000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,5
839,Hyundai EON,160000,57000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,11
840,Maruti Swift,695000,50000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5,Maruti,5
841,Maruti Wagon,231000,70000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77.0,5,Maruti,10
842,Toyota Corolla,1050000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,205.0,5,Toyota,7
843,Hyundai i20,400000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,Hyundai,9
844,Hyundai i20,500000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5,Hyundai,6
845,Tata Manza,150000,120000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200.0,5,Tata,12
846,Mahindra Xylo,400000,140000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,280.0,7,Mahindra,6
847,Tata Indigo,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,13.5,5,Tata,12
848,Mahindra Xylo,480000,120000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,280.0,7,Mahindra,8
849,Tata Indigo,200000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135.0,5,Tata,9
850,Ford Fiesta,300000,64000,Diesel,Individual,Manual,Second Owner,17.8,1399,67.0,160.0,5,Ford,10
851,Maruti Celerio,350000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5,Maruti,7
852,Renault Triber,580000,12000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,Renault,3
853,Chevrolet Beat,200000,70000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,150.0,5,Chevrolet,10
854,Mahindra Scorpio,750000,120000,Diesel,Individual,Manual,First Owner,11.0,2179,120.0,280.0,5,Mahindra,6
855,Renault KWID,261000,90000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,6
856,Chevrolet Sail,371000,40000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,108.5,5,Chevrolet,7
857,Mahindra Bolero,320000,300000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,180.0,7,Mahindra,12
858,Tata Indigo,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5,Tata,10
859,Hyundai Accent,110000,90000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,12.5,5,Hyundai,19
860,Ford Fusion,150000,100000,Diesel,Individual,Manual,Fourth & Above Owner,17.7,1399,68.0,16.0,5,Ford,13
861,Mahindra Bolero,625000,90000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7,Mahindra,6
862,Mahindra Scorpio,1300000,50000,Diesel,Individual,Manual,Second Owner,15.4,1997,120.0,280.0,7,Mahindra,5
863,Skoda Octavia,900000,168000,Diesel,Individual,Manual,First Owner,20.6,1968,141.0,320.0,5,Skoda,7
864,Ford Figo,180000,110000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,Ford,12
865,Mahindra Bolero,421000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,12
866,Tata Indigo,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135.0,5,Tata,10
867,Honda WR-V,900000,40000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5,Honda,5
868,Honda City,165000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,12.7,5,Honda,16
869,Hyundai i20,270000,100000,Diesel,Individual,Manual,Fourth & Above Owner,21.9,1396,90.0,22.4,5,Hyundai,12
870,Maruti Vitara,750000,40000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,5
871,Hyundai Elite,750000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5,Hyundai,3
872,Maruti 800,40000,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4,Maruti,20
873,Ford Figo,190000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5,Ford,11
874,Toyota Innova,395000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,7,Toyota,13
875,Toyota Fortuner,800000,125000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343.0,7,Toyota,12
876,Hyundai i20,315000,80000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,11.4,5,Hyundai,11
877,Audi A4,1600000,44000,Diesel,Individual,Automatic,Second Owner,16.55,1968,147.51,320.0,5,Audi,8
878,Toyota Etios,409999,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5,Toyota,9
879,Hyundai Grand,580000,32000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5,Hyundai,4
880,Hyundai i20,340000,70000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5,Hyundai,9
881,Hyundai EON,270000,43000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,7
882,Tata Zest,280000,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190.0,5,Tata,5
883,Tata Indica,130000,60000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5,Tata,10
884,Hyundai EON,260000,18945,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5,Hyundai,8
885,Hyundai Grand,710000,70000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5,Hyundai,4
886,Maruti Eeco,204999,100000,Petrol,Individual,Manual,Third Owner,15.1,1196,73.0,101.0,7,Maruti,9
887,Datsun GO,300000,60000,Petrol,Individual,Manual,First Owner,20.62,1198,67.0,104.0,7,Datsun,5
888,Maruti Swift,180000,144000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5,Maruti,13
889,Mahindra TUV,700000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7,Mahindra,6
890,Hyundai i20,320000,107825,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,22.4,5,Hyundai,10
891,Maruti Alto,370000,15000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69.0,5,Maruti,2
892,Renault KWID,340000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5,Renault,4
893,Maruti XL6,1040000,1620,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,138.0,6,Maruti,3
894,Hyundai i20,750000,30000,Diesel,Individual,Manual,First Owner,21.19,1396,88.76,219.66,5,Hyundai,4
895,Mahindra TUV,600000,70000,Diesel,Individual,Manual,First Owner,18.49,2179,120.0,280.0,9,Mahindra,4
896,Mahindra Bolero,550000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180.0,9,Mahindra,6
897,Toyota Innova,600000,95000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,200.0,7,Toyota,9
898,Tata Tigor,550000,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,140.0,5,Tata,5
899,Honda City,750000,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5,Honda,7
900,Hyundai Santro,450000,10000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5,Hyundai,3
901,Maruti Ertiga,400000,100000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7,Maruti,10
902,Maruti Swift,520000,50000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,190.0,5,Maruti,6
903,Maruti Alto,199000,60000,Petrol,Individual,Manual,Second Owner,20.2,998,67.1,90.0,5,Maruti,9
904,Chevrolet Beat,150000,110000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5,Chevrolet,10
905,Hyundai i20,540000,80000,Diesel,Individual,Manual,Third Owner,21.19,1396,88.73,219.66,5,Hyundai,6
906,Maruti SX4,250000,85000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,200.0,5,Maruti,11
907,Maruti Wagon,200000,90000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5,Maruti,12
908,Tata Indica,130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,140.0,5,Tata,11
909,Maruti 800,90000,90000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4,Maruti,15
910,Hyundai Verna,450000,120000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8,5,Hyundai,10
911,Hyundai Verna,280000,120000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,24.0,5,Hyundai,13
912,Tata New,280000,160000,Diesel,Individual,Manual,Second Owner,13.93,2956,138.1,320.0,7,Tata,15
913,Maruti Zen,120000,141000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,78.0,5,Maruti,16
914,Maruti Swift,290000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5,Maruti,14
915,Hyundai Creta,1000000,15000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,219.7,5,Hyundai,3
916,Maruti Swift,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5,Maruti,10
917,Maruti Swift,415000,108000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5,Maruti,10
918,Chevrolet Beat,240000,55000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,142.5,5,Chevrolet,7
919,Tata Indica,250000,37944,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,190.0,5,Tata,12
920,Ford Figo,175000,90400,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160.0,5,Ford,11
921,Hyundai Verna,220000,85000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,24.0,5,Hyundai,14
922,Maruti Zen,85000,120000,Diesel,Individual,Manual,Third Owner,20.8,1527,58.0,789.0,5,Maruti,19
923,Maruti Swift,675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5,Maruti,3
924,Renault Duster,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,200.0,5,Renault,6
925,Renault Triber,675000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96.0,7,Renault,3
926,Maruti Vitara,800000,90000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200.0,5,Maruti,6
927,Maruti Ertiga,425000,96000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,200.0,7,Maruti,10
928,Maruti Eeco,150000,80000,Petrol,Individual,Manual,Third Owner,15.37,1196,73.0,101.0,5,Maruti,11
929,Maruti Zen,90000,60000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,84.0,5,Maruti,15
930,Mahindra XUV500,850000,90000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7,Mahindra,7
931,Toyota Innova,330000,193623,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,8,Toyota,14
932,Hyundai i20,850000,63186,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,5
933,Mahindra Bolero,305000,219000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7,Mahindra,14
934,Toyota Innova,910000,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.0,200.0,7,Toyota,9
935,Toyota Innova,1100000,151000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,8,Toyota,10
936,Maruti Baleno,675000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5,Maruti,3
937,Maruti Alto,150000,91500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5,Maruti,12
938,Maruti Swift,550000,23000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5,Maruti,7
939,Volkswagen Vento,350000,40000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250.0,5,Volkswagen,10
940,Maruti Ritz,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5,Maruti,10
941,Toyota Innova,1745000,10000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360.0,7,Toyota,4
942,Mahindra Scorpio,611000,90000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200.0,7,Mahindra,8
943,Honda Brio,400000,68000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109.0,5,Honda,6
944,Hyundai Elantra,700000,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.24,259.87,5,Hyundai,9
945,Chevrolet Sail,300000,65000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205.0,5,Chevrolet,9
946,Hyundai Getz,65000,85000,Petrol,Individual,Manual,First Owner,15.3,1341,83.0,115.0,5,Hyundai,17
947,Maruti Wagon,200000,94000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90.0,5,Maruti,11
948,Hyundai i20,650000,100000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,7
949,Hyundai i20,650000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5,Hyundai,7
950,Volkswagen Polo,350000,80000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,180.0,5,Volkswagen,9
951,Tata Indica,75000,140500,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,85.0,5,Tata,11
952,Maruti Swift,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114.0,5,Maruti,12
953,Maruti Alto,240000,60000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5,Maruti,9
